# primitive_MRO = (<class 'qiskit_aer.primitives.sampler_v2.SamplerV2'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'ryy', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = noisy_aer
# i, j, expectation-value
48, 39, 0.0526
48, 40, 0.03
48, 41, 0.0188
48, 42, 0.0377
48, 43, 0.0238
48, 44, 0.0144
48, 45, 0.0221
48, 46, 0.0184
48, 47, 0.0018
48, 48, 0.9004
49, 0, 0.0014
49, 1, 0.0082
49, 2, 0.0075
49, 3, 0.0057
49, 4, 0.0345
49, 5, 0.1082
49, 6, 0.0552
49, 7, 0.1711
49, 8, 0.0516
49, 9, 0.0209
49, 10, 0.0018
49, 11, 0.0011
49, 12, 0.0206
49, 13, 0.0514
49, 14, 0.1073
49, 15, 0.0584
49, 16, 0.0387
49, 17, 0.0214
49, 18, 0.0312
49, 19, 0.1717
49, 20, 0.0306
49, 21, 0.1054
49, 22, 0.0483
49, 23, 0.0069
49, 24, 0.0138
49, 25, 0.052
49, 26, 0.0986
49, 27, 0.0039
49, 28, 0.0315
49, 29, 0.094
49, 30, 0.0088
49, 31, 0.0207
49, 32, 0.0212
49, 33, 0.023
49, 34, 0.1672
49, 35, 0.1011
49, 36, 0.01
49, 37, 0.0044
49, 38, 0.0181
49, 39, 0.0552
49, 40, 0.0155
49, 41, 0.0359
49, 42, 0.0155
49, 43, 0.0409
49, 44, 0.0041
49, 45, 0.0052
49, 46, 0.0046
49, 47, 0.0094
49, 48, 0.0103
49, 49, 0.9114
