# primitive_MRO = (<class 'qiskit_aer.primitives.sampler_v2.SamplerV2'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rzz', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = noisy_aer
# i, j, expectation-value
48, 39, 0.0871
48, 40, 0.0806
48, 41, 0.0252
48, 42, 0.0174
48, 43, 0.0416
48, 44, 0.0121
48, 45, 0.0165
48, 46, 0.0043
48, 47, 0.0059
48, 48, 0.9051
49, 0, 0.0371
49, 1, 0.0576
49, 2, 0.0799
49, 3, 0.036
49, 4, 0.0786
49, 5, 0.2227
49, 6, 0.0857
49, 7, 0.2437
49, 8, 0.0786
49, 9, 0.0586
49, 10, 0.0102
49, 11, 0.0047
49, 12, 0.1281
49, 13, 0.0906
49, 14, 0.1407
49, 15, 0.0793
49, 16, 0.0186
49, 17, 0.061
49, 18, 0.0342
49, 19, 0.2464
49, 20, 0.031
49, 21, 0.1432
49, 22, 0.0877
49, 23, 0.0256
49, 24, 0.0212
49, 25, 0.0876
49, 26, 0.1324
49, 27, 0.0349
49, 28, 0.0319
49, 29, 0.1415
49, 30, 0.0226
49, 31, 0.0312
49, 32, 0.0329
49, 33, 0.0229
49, 34, 0.2459
49, 35, 0.1402
49, 36, 0.025
49, 37, 0.0042
49, 38, 0.0371
49, 39, 0.0534
49, 40, 0.0358
49, 41, 0.0318
49, 42, 0.0219
49, 43, 0.0208
49, 44, 0.0007
49, 45, 0.0263
49, 46, 0.0139
49, 47, 0.0253
49, 48, 0.0275
49, 49, 0.8833
