# primitive_MRO = (<class 'qiskit.primitives.statevector_sampler.StatevectorSampler'>, <class 'qiskit.primitives.base.base_sampler.BaseSamplerV2'>, <class 'abc.ABC'>, <class 'object'>)
# num_shots = 10000
# encoding_layer_config = {'n_layers': 1, 'initial_layer': 'ry', 'entangling_layer': 'rxx', 'n_atom_to_qubit': 1, 'interleaved': None}
# noise_model_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_noise_model.pkl
# backend_target_path = /Users/dilhan.manawadu/Projects/quantum-molecular-encodings/data/fig4/../../data/backends/ibm_pittsburgh_2025-08-10T18:59:40+00:00_target.pkl
# sampler_type = statevector
# i, j, expectation-value
49, 13, 0.0006
49, 14, 0.0
49, 15, 0.0
49, 16, 0.3612
49, 17, 0.7133
49, 18, 0.3224
49, 19, 0.0984
49, 20, 0.0238
49, 21, 0.0008
49, 22, 0.0
49, 23, 0.0
49, 24, 0.0
49, 25, 0.0001
49, 26, 0.0005
49, 27, 0.0006
49, 28, 0.0
49, 29, 0.0006
49, 30, 0.0007
49, 31, 0.0002
49, 32, 0.0002
49, 33, 0.7793
49, 34, 0.0006
49, 35, 0.0008
49, 36, 0.111
49, 37, 0.0964
49, 38, 0.0038
49, 39, 0.0003
49, 40, 0.0005
49, 41, 0.0011
49, 42, 0.0006
49, 43, 0.1922
49, 44, 0.0001
49, 45, 0.0005
49, 46, 0.001
49, 47, 0.0012
49, 48, 0.6686
49, 49, 1.0
50, 0, 0.0008
50, 1, 0.0011
50, 2, 0.0018
50, 3, 0.0001
50, 4, 0.0001
50, 5, 0.0006
50, 6, 0.0003
50, 7, 0.0002
50, 8, 0.0001
50, 9, 0.0022
50, 10, 0.0005
50, 11, 0.0006
50, 12, 0.0003
50, 13, 0.0005
50, 14, 0.0003
50, 15, 0.0001
50, 16, 0.0001
50, 17, 0.0005
50, 18, 0.0014
50, 19, 0.0003
50, 20, 0.0002
50, 21, 0.7286
50, 22, 0.3307
50, 23, 0.0997
50, 24, 0.0004
50, 25, 0.0002
50, 26, 0.0003
50, 27, 0.0006
50, 28, 0.0002
50, 29, 0.0002
50, 30, 0.0004
50, 31, 0.0001
50, 32, 0.0004
50, 33, 0.0001
50, 34, 0.0002
50, 35, 0.0002
50, 36, 0.0005
50, 37, 0.0005
50, 38, 0.0007
50, 39, 0.002
50, 40, 0.0002
50, 41, 0.0002
50, 42, 0.1972
50, 43, 0.0
50, 44, 0.0002
50, 45, 0.0002
50, 46, 0.001
50, 47, 0.4458
50, 48, 0.0007
50, 49, 0.0002
50, 50, 1.0
51, 0, 0.0
51, 1, 0.0002
51, 2, 0.0004
51, 3, 0.0
51, 4, 0.0
51, 5, 0.0
51, 6, 0.0005
51, 7, 0.0016
51, 8, 0.0001
51, 9, 0.0001
51, 10, 0.0
51, 11, 0.0
51, 12, 0.0
51, 13, 0.0003
51, 14, 0.0009
51, 15, 0.0005
51, 16, 0.0
51, 17, 0.0001
51, 18, 0.0006
51, 19, 0.0016
51, 20, 0.0009
51, 21, 0.3634
51, 22, 0.8089
51, 23, 0.3652
51, 24, 0.0005
51, 25, 0.0
51, 26, 0.0
51, 27, 0.0003
51, 28, 0.0001
51, 29, 0.0001
51, 30, 0.0
51, 31, 0.0001
51, 32, 0.0001
51, 33, 0.0002
51, 34, 0.0
51, 35, 0.0001
51, 36, 0.0007
51, 37, 0.0009
51, 38, 0.0002
51, 39, 0.0004
51, 40, 0.0001
51, 41, 0.0
51, 42, 0.0294
51, 43, 0.0
51, 44, 0.0001
51, 45, 0.0
51, 46, 0.0001
51, 47, 0.1133
51, 48, 0.0002
51, 49, 0.0
51, 50, 0.3024
51, 51, 1.0
52, 0, 0.0001
52, 1, 0.0001
52, 2, 0.0005
52, 3, 0.0
52, 4, 0.0
52, 5, 0.0001
52, 6, 0.0
52, 7, 0.0004
52, 8, 0.0003
52, 9, 0.0007
52, 10, 0.0
52, 11, 0.0
52, 12, 0.0003
52, 13, 0.0001
52, 14, 0.0005
52, 15, 0.0002
52, 16, 0.0
52, 17, 0.0
52, 18, 0.0005
52, 19, 0.0015
52, 20, 0.0002
52, 21, 0.3193
52, 22, 0.7122
52, 23, 0.3257
52, 24, 0.0006
52, 25, 0.0
52, 26, 0.0
52, 27, 0.0002
52, 28, 0.0
52, 29, 0.0002
52, 30, 0.0002
52, 31, 0.0002
52, 32, 0.0001
52, 33, 0.0001
52, 34, 0.0
52, 35, 0.0001
52, 36, 0.001
52, 37, 0.001
52, 38, 0.0004
52, 39, 0.0006
52, 40, 0.0
52, 41, 0.0001
52, 42, 0.057
52, 43, 0.0001
52, 44, 0.0001
52, 45, 0.0001
52, 46, 0.0001
52, 47, 0.1341
52, 48, 0.0002
52, 49, 0.0003
52, 50, 0.4422
52, 51, 0.6709
52, 52, 1.0
53, 0, 0.0002
53, 1, 0.0002
53, 2, 0.001
53, 3, 0.0001
53, 4, 0.0
53, 5, 0.0003
53, 6, 0.0003
53, 7, 0.0007
53, 8, 0.0003
53, 9, 0.0007
53, 10, 0.0
53, 11, 0.0002
53, 12, 0.0
53, 13, 0.0003
53, 14, 0.0007
53, 15, 0.0
53, 16, 0.0001
53, 17, 0.0004
53, 18, 0.0002
53, 19, 0.0005
53, 20, 0.0003
53, 21, 0.3786
53, 22, 0.7505
53, 23, 0.3409
53, 24, 0.0004
53, 25, 0.0
53, 26, 0.0
53, 27, 0.0002
53, 28, 0.0001
53, 29, 0.0002
53, 30, 0.0004
53, 31, 0.0001
53, 32, 0.0
53, 33, 0.0001
53, 34, 0.0001
53, 35, 0.0001
53, 36, 0.0006
53, 37, 0.0008
53, 38, 0.0004
53, 39, 0.0008
53, 40, 0.0
53, 41, 0.0001
53, 42, 0.0939
53, 43, 0.0001
53, 44, 0.0002
53, 45, 0.0001
53, 46, 0.0002
53, 47, 0.2026
53, 48, 0.0003
53, 49, 0.0002
53, 50, 0.4448
53, 51, 0.5922
53, 52, 0.824
53, 53, 1.0
54, 0, 0.0003
54, 1, 0.0004
54, 2, 0.0015
54, 3, 0.0001
54, 4, 0.0
54, 5, 0.0001
54, 6, 0.0005
54, 7, 0.0006
54, 8, 0.0001
54, 9, 0.001
54, 10, 0.0
54, 11, 0.0002
54, 12, 0.0001
54, 13, 0.0004
54, 14, 0.0008
54, 15, 0.0004
54, 16, 0.0
54, 17, 0.0
54, 18, 0.0002
54, 19, 0.0005
54, 20, 0.0005
54, 21, 0.3599
54, 22, 0.6623
54, 23, 0.305
54, 24, 0.0005
54, 25, 0.0001
54, 26, 0.0
54, 27, 0.0002
54, 28, 0.0002
54, 29, 0.0001
54, 30, 0.0002
54, 31, 0.0001
54, 32, 0.0001
54, 33, 0.0
54, 34, 0.0001
54, 35, 0.0002
54, 36, 0.0007
54, 37, 0.0005
54, 38, 0.0008
54, 39, 0.0008
54, 40, 0.0
54, 41, 0.0001
54, 42, 0.0834
54, 43, 0.0001
54, 44, 0.0001
54, 45, 0.0
54, 46, 0.0002
54, 47, 0.1966
54, 48, 0.0002
54, 49, 0.0001
54, 50, 0.3732
54, 51, 0.6834
54, 52, 0.715
54, 53, 0.7604
54, 54, 1.0
